Blue_Pick_1,Blue_Pick_2,Blue_Pick_3,Blue_Pick_4,Blue_Pick_5,Red_Pick_1,Red_Pick_2,Red_Pick_3,Red_Pick_4,Red_Pick_5,Blue_Win
Irelia,Aatrox,Anivia,MissFortune,Pyke,Zaahen,LeeSin,Neeko,Ezreal,Bard,0
Gangplank,Sylas,Aurora,Varus,Rell,Zaahen,Viego,Taliyah,Kaisa,Nautilus,0
Gwen,LeeSin,Tristana,Akali,Rell,Rumble,Ambessa,Galio,Kalista,Alistar,1
Quinn,Aatrox,Akali,Kaisa,Rell,Shen,Sylas,Qiyana,AurelionSol,Alistar,0
Heimerdinger,Ambessa,Katarina,Ekko,Alistar,Aurora,Aatrox,Veigar,Smolder,Rell,1
DrMundo,Ambessa,Taliyah,Xayah,Neeko,Gangplank,XinZhao,Syndra,MissFortune,Karma,1
Talon,Zaahen,Morgana,MissFortune,Alistar,Urgot,Viego,Sion,TwistedFate,Neeko,1
Zaahen,Viego,Katarina,Ezreal,Alistar,Vladimir,Diana,Jayce,Sivir,Nami,0
Gangplank,Karthus,Ahri,MissFortune,Rell,Zaahen,JarvanIV,Malzahar,Tristana,Neeko,1
Kayle,JarvanIV,Syndra,Kalista,Pyke,Camille,Karthus,Jayce,Mel,Poppy,1
Rumble,Chogath,Quinn,Ezreal,Bard,Yorick,Shaco,Cassiopeia,Mel,Nautilus,0
Jayce,Talon,Syndra,Ashe,Pyke,Shen,Nidalee,Ekko,Aphelios,Sona,1
Nidalee,Karthus,Yone,Corki,Nautilus,Jax,Qiyana,Sion,Vayne,Karma,0
Rumble,Zed,Malzahar,Aphelios,Rell,Aatrox,MonkeyKing,TwistedFate,Ezreal,Alistar,0
Renekton,JarvanIV,Hwei,Kalista,Pyke,Singed,Ambessa,Akali,Yunara,Soraka,0
Fiora,Aatrox,Galio,Jhin,Bard,Jayce,Fizz,Syndra,Zeri,Pyke,0
Renekton,Sylas,Samira,MissFortune,Pyke,Gangplank,Ambessa,Akali,Sivir,Senna,0
Ambessa,JarvanIV,Syndra,Seraphine,Nautilus,Jayce,Taliyah,Sylas,Kalista,Sona,1
Aatrox,Ivern,Lux,Ashe,Nautilus,Jayce,Viego,Taliyah,Lucian,Taric,0
Rumble,Graves,Veigar,Kaisa,Nautilus,Ambessa,Qiyana,Leblanc,Taliyah,Blitzcrank,0
Aatrox,Diana,Irelia,Kaisa,Veigar,Fiora,Rengar,Zoe,Taliyah,Rell,0
Rumble,JarvanIV,Kassadin,Corki,Malzahar,Renekton,Graves,Veigar,Smolder,Rell,0
Renekton,Elise,Zed,Sivir,Mel,Tryndamere,LeeSin,Veigar,Ashe,Neeko,0
Rumble,Shaco,Taliyah,Varus,Poppy,Sion,Graves,Yone,Ziggs,Rell,1
Camille,Zed,Akali,Ezreal,Galio,Irelia,Graves,Orianna,Kaisa,Rell,0
Irelia,Graves,Galio,Yunara,Pyke,Malphite,Zyra,Akali,Ezreal,Neeko,1
Poppy,Talon,Annie,Yunara,Anivia,Jax,Viego,Leblanc,Jhin,Pyke,0
Ambessa,Qiyana,Aurora,Aphelios,Poppy,Jayce,Sylas,TwistedFate,Yunara,Rell,0
Camille,Graves,Taliyah,Jhin,Bard,Jax,Sylas,Ambessa,Seraphine,Pantheon,0
Gangplank,Zyra,Irelia,Yunara,Alistar,Camille,MonkeyKing,Ryze,Kaisa,Neeko,1
